anime_id,score,watching_status,watched_episodes
37403,0,1,12
21,0,1,201
50265,0,1,3
6682,6,2,12
7739,4,2,1
40148,7,2,12
40924,7,2,1
31646,10,2,22
35180,10,2,22
25397,6,2,12
33337,8,2,12
11759,7,2,24
13939,6,2,2
12291,9,2,12
16273,9,2,1
101,9,2,13
857,8,2,25
3791,7,2,1
656,9,2,2
31580,9,2,13
30123,8,2,12
31173,8,2,12
22199,9,2,24
25013,9,2,24
47,8,2,1
19429,8,2,12
22729,9,2,12
27655,9,2,12
31588,8,2,25
32828,8,2,12
22147,9,2,13
31771,8,2,12
6547,10,2,13
10067,8,2,1
9989,10,2,11
11433,8,2,12
11111,9,2,12
21995,8,2,12
28391,9,2,12
38572,8,2,12
14669,9,2,1
5081,9,2,15
30795,8,2,12
34636,9,2,24
22789,9,2,12
39195,9,2,12
31904,5,2,10
13535,9,2,13
20787,9,2,13
11633,8,2,10
18441,7,2,1
40060,9,2,12
31043,10,2,12
31964,9,2,13
33486,10,2,25
36456,9,2,25
38408,9,2,25
10719,8,2,12
14967,8,2,12
21405,9,2,12
14345,9,2,12
31478,8,2,12
32867,9,2,12
38003,8,2,12
1689,9,2,3
12293,6,2,13
34525,8,2,12
28833,8,2,12
28999,9,2,13
34753,6,2,1
32483,8,2,12
16157,6,2,12
14741,9,2,12
16934,8,2,1
15687,8,2,6
18671,8,2,12
21797,7,2,6
2167,10,2,23
1723,5,2,1
4181,10,2,24
6351,6,2,1
4059,7,2,1
1818,8,2,26
1575,10,2,25
2904,9,2,25
20031,8,2,12
31636,7,2,12
36049,7,2,12
16592,8,2,13
16355,6,2,13
11843,8,2,12
35849,9,2,24
14353,9,2,1
28223,10,2,12
33988,9,2,12
5177,7,2,2
31163,7,2,12
34543,8,2,12
10155,8,2,13
11783,8,2,13
16385,8,2,12
37520,9,2,24
38691,10,2,24
23333,6,2,12
31339,8,2,12
28121,8,2,13
32801,8,2,1
2924,8,2,12
6361,8,2,1
226,8,2,13
376,8,2,1
1250,7,2,26
6702,10,2,175
22043,10,2,102
12049,9,2,1
17535,8,2,1
9982,7,2,5
22297,10,2,12
28701,10,2,13
27821,10,2,1
10087,10,2,13
11741,10,2,12
32979,10,2,13
31376,9,2,12
18507,9,2,12
36704,10,2,12
22265,9,2,13
26213,8,2,1
32948,8,2,11
33743,7,2,12
33731,8,2,12
24765,9,2,12
19367,7,2,11
25183,7,2,12
18229,8,2,12
21039,7,2,12
28907,8,2,12
31637,8,2,12
23289,7,2,12
25907,8,2,1
23079,7,2,13
21273,9,2,12
29787,10,2,12
21431,7,2,13
36028,9,2,12
37989,9,2,12
17895,8,2,24
37105,9,2,12
17729,8,2,13
29093,8,2,1
29095,8,2,10
23251,8,2,12
10793,9,2,22
13411,8,2,1
3299,8,2,12
31859,9,2,12
387,10,2,13
20583,10,2,25
32935,10,2,10
25303,8,2,2
28891,10,2,25
38883,10,2,13
11785,5,2,12
16528,8,2,1
20689,8,2,12
21681,9,2,12
587,10,2,6
37259,8,2,13
30895,8,2,12
15809,9,2,13
37141,9,2,13
2026,8,2,52
14653,8,2,12
9958,8,2,1
4192,10,2,25
5521,8,2,1
15225,8,2,12
38476,9,2,12
27989,9,2,13
31988,9,2,13
8630,7,2,12
10604,8,2,1
8074,8,2,12
934,10,2,26
1889,9,2,24
6064,8,2,24
3652,7,2,5
2899,7,2,1
36296,10,2,12
36884,9,2,12
20853,8,2,12
24231,8,2,10
256,8,2,1
12189,9,2,22
20457,8,2,10
25159,9,2,12
11013,8,2,12
13403,8,2,1
34542,8,2,11
37497,10,2,13
9041,7,2,12
18247,7,2,12
10794,8,2,1
34012,8,2,12
21327,9,2,12
39534,9,2,12
228,9,2,26
1594,8,2,26
3713,9,2,26
34966,8,2,6
31933,10,2,39
40748,10,2,24
35639,9,2,12
40221,9,2,13
8525,9,2,12
10080,9,2,12
10805,7,2,1
16706,9,2,12
15117,9,2,2
16009,10,2,12
19685,6,2,13
1530,10,2,24
2593,8,2,1
3782,9,2,1
6594,9,2,12
37965,10,2,23
34451,9,2,12
30915,6,2,1
31251,9,2,25
18679,9,2,24
38000,10,2,26
32281,10,2,1
35079,9,2,12
22535,9,2,24
31798,9,2,12
33206,8,2,13
12175,8,2,12
34934,7,2,12
34984,8,2,12
11887,9,2,13
250,7,2,150
146,8,2,12
13367,5,2,12
38080,8,2,13
30831,9,2,10
32937,9,2,10
32380,8,2,1
8841,9,2,12
10790,9,2,10
15437,8,2,1
10209,8,2,2
15379,8,2,12
24629,7,2,12
28623,9,2,12
9213,7,2,1
10122,8,2,1
34712,8,2,12
433,9,2,1
11771,10,2,25
16894,10,2,25
24415,10,2,25
15487,7,2,9
19669,8,2,1
22125,8,2,1
17259,6,2,1
16916,9,2,1
32949,9,2,12
39017,8,2,12
18153,8,2,12
10893,8,2,1
19703,7,2,10
13655,8,2,26
18195,9,2,13
33489,10,2,25
19489,10,2,1
17265,9,2,25
34607,8,2,12
33197,8,2,12
15051,9,2,13
19111,9,2,13
32526,9,2,13
34973,9,2,13
21105,7,2,10
17247,8,2,12
24455,8,2,13
34599,10,2,13
36862,10,2,1
18115,10,2,25
14513,9,2,25
38256,8,2,13
17725,7,2,1
276,8,2,12
19769,6,2,12
33003,7,2,12
9756,10,2,12
11977,10,2,1
11979,10,2,1
11981,10,2,1
20785,9,2,26
35062,10,2,24
23945,7,2,12
14833,9,2,12
33487,8,2,12
10110,8,2,13
32438,8,2,12
36563,8,2,13
21603,8,2,12
20541,8,2,12
31422,7,2,12
10620,9,2,26
8424,8,2,12
32182,8,2,12
37510,9,2,13
39651,8,2,1
15315,9,2,10
16444,8,2,1
17074,9,2,26
30307,7,2,12
31442,8,2,13
2926,8,2,13
1722,8,2,26
16067,10,2,26
23755,10,2,24
34577,9,2,24
20,7,2,220
442,6,2,1
936,5,2,1
2144,4,2,1
2472,5,2,1
4437,6,2,1
12119,8,2,12
13585,8,2,11
31764,8,2,13
15689,9,2,4
30,9,2,26
32,7,2,1
19653,7,2,1
14293,9,2,1
31404,7,2,12
18897,9,2,20
24227,8,2,3
27787,9,2,12
11597,9,2,11
19815,10,2,12
32668,9,2,1
17549,9,2,12
23623,9,2,12
20507,9,2,12
30503,9,2,13
31452,7,2,12
18095,7,2,12
30276,10,2,12
34134,9,2,12
31704,8,2,1
20931,6,2,12
12355,10,2,1
32729,10,2,13
28297,10,2,24
8769,8,2,12
10020,8,2,4
13659,8,2,13
19221,8,2,10
24211,8,2,13
19369,6,2,12
29803,9,2,13
35073,9,2,13
37675,8,2,13
26243,9,2,12
28927,9,2,12
31181,9,2,12
35247,10,2,7
5530,9,2,25
11179,7,2,12
437,7,2,1
22135,9,2,11
31559,7,2,12
35240,9,2,12
13601,10,2,22
23281,10,2,11
33926,9,2,12
23309,6,2,12
30296,9,2,12
13391,8,2,1
14921,7,2,12
23421,8,2,12
31240,10,2,25
30015,9,2,13
13599,8,2,22
28497,9,2,12
32951,8,2,12
25867,8,2,12
14347,6,2,1
21561,9,2,11
35905,7,2,12
23277,9,2,12
29317,7,2,1
30749,8,2,12
32542,9,2,12
12477,10,2,1
13429,8,2,4
34494,7,2,25
20047,8,2,12
13759,10,2,24
30187,9,2,12
11499,8,2,12
13055,6,2,2
2605,7,2,12
22663,7,2,12
21033,6,2,12
22877,7,2,12
33836,8,2,12
37450,9,2,13
5909,8,2,12
10464,8,2,10
22273,7,2,12
24037,8,2,12
199,9,2,1
2104,9,2,26
5199,6,2,2
4163,8,2,2
7041,6,2,2
38759,7,2,12
355,9,2,24
2787,9,2,24
6572,8,2,4
1531,8,2,1
5220,8,2,24
34240,10,2,1
23273,10,2,22
7724,10,2,22
10083,8,2,2
21843,8,2,12
16498,10,2,25
25777,10,2,12
35760,10,2,12
38524,9,2,10
19285,6,2,1
23233,7,2,12
30363,8,2,10
13125,10,2,25
25835,9,2,24
28171,10,2,24
32282,10,2,13
35788,10,2,12
36949,9,2,12
35838,8,2,12
35503,6,2,12
28735,9,2,13
33095,10,2,12
33502,10,2,12
37569,6,2,12
1965,9,2,13
3174,8,2,2
39575,10,2,12
23209,7,2,13
35839,8,2,13
22101,8,2,12
20057,7,2,13
23327,8,2,13
9253,10,2,24
11577,10,2,1
10863,9,2,1
2418,9,2,1
18277,9,2,24
30321,7,2,2
28621,8,2,11
16524,8,2,13
7311,10,2,1
849,10,2,14
4382,9,2,14
11757,9,2,25
21881,9,2,24
31765,10,2,1
36474,8,2,24
20021,8,2,1
36470,8,2,13
30911,8,2,12
24459,9,2,1
16417,7,2,12
13333,9,2,13
12445,8,2,12
35790,9,2,25
2001,10,2,27
