anime_id,score,watching_status,watched_episodes
30694,0,1,9
22145,0,1,6
30705,0,1,9
28297,0,1,22
5525,10,2,25
6682,8,2,12
7739,5,2,1
9776,5,2,12
11339,7,2,2
11759,5,2,24
12291,8,2,12
16273,8,2,1
719,9,2,2
5784,9,2,4
101,6,2,13
102,7,2,26
6987,7,2,1
8577,6,2,2
8676,5,2,25
9117,4,2,6
9925,5,2,1
6547,4,2,13
11111,9,2,12
11701,6,2,1
6164,5,2,11
12967,3,2,12
12581,6,2,1
7817,9,2,12
6347,3,2,13
7870,2,2,6
5081,7,2,15
530,7,2,46
150,10,2,50
10490,0,2,12
998,10,2,26
999,5,2,3
1639,1,2,1
755,1,2,3
819,5,2,1
1222,10,2,26
25839,7,2,24
1042,5,2,1
1689,8,2,3
4975,7,2,12
10800,7,2,25
14397,7,2,25
14277,3,2,26
59,4,2,26
1311,6,2,1
596,6,2,1
13349,4,2,13
6645,2,2,12
2167,10,2,23
1723,6,2,1
4181,10,2,24
6351,8,2,1
4059,5,2,1
1575,10,2,25
2904,10,2,25
11703,7,2,13
17397,4,2,12
6747,9,2,12
8211,6,2,1
6880,7,2,12
10418,5,2,1
1535,10,2,37
2994,8,2,2
17513,4,2,12
4789,10,2,12
2924,8,2,12
6783,7,2,1
226,8,2,13
376,6,2,1
2372,8,2,6
724,6,2,2
2759,10,2,1
3784,10,2,1
356,7,2,24
6922,8,2,1
120,8,2,26
122,8,2,52
5114,10,2,64
6421,8,2,4
9135,9,2,1
125,7,2,13
4189,10,2,26
850,7,2,13
239,9,2,24
384,6,2,13
395,6,2,13
11769,4,2,12
17895,5,2,24
8425,2,2,24
6787,6,2,1
243,6,2,13
507,6,2,2
11785,3,2,12
6895,9,2,12
9065,6,2,10
5835,10,2,39
9289,6,2,26
587,5,2,6
747,7,2,2
3298,6,2,10
11077,7,2,3
11617,5,2,12
8074,6,2,12
12461,5,2,13
8768,9,2,1
11005,6,2,2
1019,5,2,13
1020,4,2,3
578,8,2,1
8426,4,2,11
5902,6,2,2
11135,7,2,4
1156,5,2,4
3210,6,2,2
11013,8,2,12
3731,10,2,25
228,7,2,26
1594,5,2,26
3092,10,2,12
4814,10,2,12
25649,9,2,12
6553,6,2,1
5680,8,2,13
9617,5,2,1
7791,5,2,26
6862,9,2,1
7017,5,2,7
8339,6,2,1
7054,7,2,26
10298,4,2,1
9366,5,2,1
990,5,2,1
10568,6,2,12
3503,6,2,12
6791,4,2,2
1530,9,2,24
469,3,2,24
6205,9,2,12
10076,2,2,2
7782,3,2,1
736,5,2,1
11079,2,2,13
6045,8,2,25
9656,7,2,12
10152,5,2,1
10460,5,2,13
2927,9,2,24
1579,9,2,25
3392,8,2,1
5717,7,2,2
3375,10,2,2
7593,6,2,12
733,5,2,2
734,5,2,1
8876,6,2,2
12175,4,2,12
8634,10,2,2
11887,5,2,13
13367,5,2,12
11771,9,2,25
4898,10,2,24
6707,6,2,12
6793,4,2,1
7148,4,2,12
670,5,2,12
21105,8,2,10
23441,8,2,1
275,6,2,9
1874,5,2,4
149,10,2,12
3057,5,2,6
2034,2,2,24
1887,7,2,24
4472,9,2,1
1912,5,2,13
5030,6,2,12
7590,5,2,13
8599,4,2,6
9774,5,2,2
10671,7,2,13
2926,6,2,13
3655,10,2,26
13833,7,2,1
877,10,2,47
1869,5,2,3
12119,5,2,12
4081,10,2,13
