anime_id,score,watching_status,watched_episodes
32015,0,1,0
33253,0,1,7
33486,0,1,0
36456,0,1,0
2981,0,1,0
35849,0,1,0
36317,0,1,0
38262,6,1,26
1601,0,1,0
2267,0,1,0
31646,7,2,22
32977,8,2,100
36904,8,2,10
2548,7,2,48
53,2,2,24
31580,7,2,13
2288,4,2,26
47,9,2,1
2225,7,2,52
9919,5,2,25
11266,5,2,1
54,7,2,1
37171,8,2,12
530,8,2,46
740,8,2,43
532,9,2,38
1239,8,2,39
996,7,2,34
31964,10,2,13
568,6,2,26
2800,7,2,115
2116,6,2,128
1674,7,2,47
232,7,2,70
371,8,2,1
59,8,2,26
596,7,2,1
10029,9,2,1
1,9,2,26
10259,9,2,1
2025,9,2,25
6880,9,2,12
1535,8,2,37
28223,9,2,12
2961,7,2,1
874,6,2,51
223,8,2,153
225,6,2,64
813,7,2,291
317,8,2,1
227,9,2,6
120,8,2,26
5114,10,2,64
125,4,2,13
126,6,2,13
2890,8,2,1
240,7,2,12
16,7,2,24
1142,9,2,12
644,8,2,2
2799,7,2,47
379,7,2,26
28825,7,2,12
578,10,2,1
431,9,2,1
3731,7,2,25
570,8,2,1
617,6,2,1
16664,10,2,1
1192,10,2,1
145,8,2,26
7711,6,2,1
667,8,2,12
16662,8,2,1
32281,10,2,1
22535,10,2,24
1573,7,2,51
1261,9,2,54
435,9,2,20
1563,9,2,29
33003,7,2,12
9756,10,2,12
11977,10,2,1
11979,10,2,1
11981,10,2,1
35062,7,2,24
512,10,2,1
158,7,2,13
444,9,2,13
10721,8,2,24
585,10,2,1
10389,8,2,1
164,10,2,1
19,9,2,74
877,10,2,47
30,10,2,26
36038,9,2,10
21557,10,2,1
1029,8,2,1
12355,10,2,1
32729,9,2,13
34136,9,2,1
28297,8,2,24
853,7,2,26
1943,10,2,1
322,9,2,12
161,9,2,24
325,8,2,25
326,8,2,4
36259,6,2,26
13601,9,2,22
23281,9,2,11
210,7,2,161
1954,10,2,3
64,7,2,12
65,7,2,12
573,7,2,25
1191,8,2,6
1231,5,2,26
1254,7,2,114
1256,5,2,1
3515,7,2,6
1257,7,2,13
6154,7,2,2
1253,7,2,12
1255,7,2,1
15775,8,2,2
15771,8,2,1
818,4,2,12
205,9,2,26
199,10,2,1
34048,8,2,1
23273,9,2,22
37396,8,2,3
16498,10,2,25
2596,9,2,22
440,10,2,39
35839,9,2,13
14289,1,2,13
17409,2,2,10
11757,8,2,25
5712,10,2,26
2154,9,2,1
513,8,2,1
1303,8,2,9
759,10,2,1
523,8,2,1
5365,10,2,1
33352,9,2,13
37095,7,2,1
7785,8,2,11
32995,9,2,12
25519,9,2,12
23283,9,2,11
35180,0,3,0
2167,0,4,0
1723,0,4,0
4181,0,4,0
4059,0,4,0
1838,1,4,0
564,1,4,0
12191,3,4,10
21881,2,4,0
48,0,6,0
5525,0,6,0
6682,0,6,0
35248,0,6,0
300,0,6,0
320,0,6,0
304,0,6,0
306,0,6,0
25397,0,6,0
1292,0,6,0
101,0,6,0
2221,0,6,0
102,0,6,0
30123,0,6,0
283,0,6,0
22199,0,6,0
25013,0,6,0
12149,0,6,0
16201,0,6,0
19429,0,6,0
22729,0,6,0
34350,0,6,0
1177,0,6,0
32828,0,6,0
1223,0,6,0
