anime_id,score,watching_status,watched_episodes
51212,0,1,0
34012,0,1,0
40010,0,1,0
37514,0,1,1
50346,0,1,0
34798,0,1,0
36214,8,2,1
37349,6,2,12
8074,6,2,12
431,8,2,1
40750,9,2,12
32281,10,2,1
28851,7,2,1
30831,9,2,10
32937,9,2,10
38040,9,2,1
16782,9,2,1
34599,10,2,13
37515,0,2,1
36862,0,2,1
41084,9,2,12
39535,8,2,11
45576,10,2,12
16498,7,2,25
43693,8,2,11
40615,10,2,1
38594,0,3,0
2966,8,3,9
37450,8,3,9
40586,0,3,7
1535,8,4,24
25777,7,4,8
48548,0,6,0
49979,0,6,0
9989,0,6,0
9618,0,6,0
9736,0,6,0
1589,0,6,0
32086,0,6,0
44511,0,6,0
34382,0,6,0
2167,0,6,0
48542,0,6,0
37982,0,6,0
51417,0,6,0
32901,0,6,0
22043,0,6,0
53424,0,6,0
31376,0,6,0
50425,0,6,0
17895,0,6,0
17729,0,6,0
11617,0,6,0
22835,0,6,0
42897,0,6,0
50197,0,6,0
940,0,6,0
44524,0,6,0
52281,0,6,0
49438,0,6,0
48316,0,6,0
40839,0,6,0
42963,0,6,0
39326,0,6,0
32686,0,6,0
36098,0,6,0
51213,0,6,0
7593,0,6,0
51958,0,6,0
49458,0,6,0
33489,0,6,0
50709,0,6,0
40571,0,6,0
49470,0,6,0
30307,0,6,0
51179,0,6,0
41168,0,6,0
19815,0,6,0
17549,0,6,0
51128,0,6,0
46102,0,6,0
28819,0,6,0
21557,0,6,0
5341,0,6,0
38555,0,6,0
49842,0,6,0
22135,0,6,0
30240,0,6,0
30015,0,6,0
51403,0,6,0
48761,0,6,0
6500,0,6,0
41456,0,6,0
49160,0,6,0
23273,0,6,0
29786,0,6,0
49849,0,6,0
48849,0,6,0
36817,0,6,0
849,0,6,0
49891,0,6,0
3455,0,6,0
25157,0,6,0
34019,0,6,0
34822,0,6,0
51923,0,6,0
8861,0,6,0
32615,0,6,0
38474,0,6,0
53410,0,6,0
