anime_id,score,watching_status,watched_episodes
46352,0,1,2
38408,0,1,15
44511,0,1,4
1735,0,1,31
40834,0,1,6
37345,0,1,7
44055,0,1,2
48583,10,1,4
50265,0,1,2
48556,0,1,3
11759,5,2,24
31580,7,2,13
33253,6,2,13
30123,8,2,12
31173,9,2,12
22199,7,2,24
25013,8,2,24
36864,7,2,25
15085,5,2,12
11111,5,2,12
24833,8,2,22
21995,8,2,12
9919,7,2,25
33506,8,2,12
30205,8,2,12
40128,8,2,12
32827,7,2,12
36649,9,2,24
39195,7,2,12
530,8,2,46
740,7,2,43
20787,7,2,13
34618,8,2,12
11633,7,2,10
18441,6,2,1
10490,7,2,12
31043,8,2,12
31964,7,2,13
33486,6,2,25
36456,7,2,25
31478,7,2,12
28999,9,2,13
31553,8,2,1
14741,7,2,12
16934,6,2,1
18671,7,2,12
2167,8,2,23
1575,9,2,25
10029,8,2,1
15037,7,2,4
1,9,2,26
1482,9,2,103
32370,8,2,13
29976,5,2,12
35849,7,2,24
6880,9,2,12
1535,9,2,37
28223,7,2,12
35120,8,2,10
35928,6,2,12
17513,4,2,12
29974,3,2,12
31710,5,2,12
37982,6,2,12
28121,8,2,13
38671,7,2,24
356,6,2,24
10087,7,2,13
31376,9,2,12
18507,6,2,12
120,7,2,26
38680,8,2,25
71,7,2,24
121,10,2,51
5114,8,2,64
2890,9,2,1
35222,7,2,12
23289,8,2,12
242,8,2,13
34279,8,2,24
10793,7,2,22
134,7,2,13
13161,5,2,12
32935,7,2,10
15613,8,2,13
18055,8,2,13
6895,7,2,12
4551,5,2,12
15809,7,2,13
11617,6,2,12
8074,7,2,12
12461,6,2,13
14645,6,2,13
28825,7,2,12
42897,9,2,13
578,8,2,1
431,9,2,1
11061,10,2,148
12189,8,2,22
20457,8,2,10
185,6,2,26
11013,6,2,12
249,7,2,167
6811,8,2,26
9041,5,2,12
10794,6,2,1
37210,6,2,12
10357,7,2,12
40748,10,2,24
14467,7,2,13
5680,7,2,13
27991,8,2,13
37999,8,2,12
40591,8,2,12
7054,9,2,26
9366,8,2,1
42544,7,2,12
34933,7,2,12
37086,7,2,12
21563,7,2,12
14713,9,2,13
30709,8,2,4
25681,8,2,12
7711,8,2,1
16035,7,2,13
1691,7,2,24
572,9,2,1
24439,8,2,12
34451,7,2,12
36407,7,2,12
34501,6,2,12
18679,8,2,24
38000,9,2,26
40456,9,2,1
49926,7,2,7
47778,8,2,11
6045,8,2,25
32281,10,2,1
36098,9,2,1
22535,9,2,24
31798,7,2,12
33206,8,2,13
28851,10,2,1
41103,7,2,12
11887,7,2,13
48926,7,2,12
43,8,2,1
4898,7,2,24
6707,6,2,12
9136,6,2,6
22145,7,2,10
23317,8,2,2
6793,7,2,1
18153,7,2,12
28423,8,2,25
31610,7,2,25
21105,6,2,10
2034,8,2,24
18115,7,2,25
14513,7,2,25
9756,10,2,12
11977,9,2,1
11979,9,2,1
11981,8,2,1
35062,8,2,24
512,8,2,1
34209,7,2,12
38778,7,2,12
10620,6,2,26
32182,8,2,12
164,8,2,1
30307,7,2,12
457,9,2,26
877,8,2,47
23755,6,2,24
34577,8,2,24
20,8,2,220
12467,6,2,13
30,9,2,26
32,9,2,1
10161,7,2,11
41345,7,2,13
32668,7,2,1
32566,7,2,1
20507,8,2,12
30503,9,2,13
30276,8,2,12
34134,7,2,12
12355,9,2,1
23673,6,2,12
2966,7,2,13
32729,8,2,13
25099,5,2,12
28297,7,2,24
24211,7,2,13
38555,9,2,12
853,8,2,26
26243,9,2,12
28927,8,2,12
1943,8,2,1
322,8,2,12
35330,7,2,12
30240,7,2,12
13601,8,2,22
30015,7,2,13
28497,6,2,12
45,8,2,94
33255,9,2,120
34612,9,2,24
32542,6,2,12
205,8,2,26
199,9,2,1
339,8,2,13
47161,5,2,12
29786,7,2,12
16498,9,2,25
25777,8,2,12
35760,9,2,12
38524,10,2,10
19285,7,2,1
40028,10,2,16
40902,7,2,13
48736,6,2,12
22101,8,2,12
3588,9,2,51
3470,7,2,24
14289,8,2,13
16868,7,2,1
11757,9,2,25
21881,6,2,24
31765,6,2,1
2001,8,2,27
38826,9,2,1
41353,9,2,13
4654,6,2,24
8937,7,2,24
21353,6,2,12
22319,9,2,12
27899,8,2,12
36511,6,2,12
14227,8,2,13
523,8,2,1
38917,6,2,16
41389,7,2,12
4224,8,2,25
10321,6,2,13
12711,5,2,13
3457,5,2,13
4752,5,2,13
33352,10,2,13
39741,9,2,1
37987,9,2,1
35968,8,2,11
41094,7,2,15
37779,9,2,12
39617,2,2,11
550,7,2,27
32995,8,2,12
30654,0,3,10
34572,8,3,56
235,7,3,40
226,6,3,11
40956,0,3,17
40417,8,3,12
20583,0,3,12
37141,0,3,2
136,0,3,38
39534,0,3,3
33,0,3,7
42282,0,3,5
37450,0,3,2
40586,7,3,5
29758,5,3,6
6702,0,4,27
36296,7,4,3
31741,0,4,4
20785,6,4,20
21,0,4,24
39184,0,6,0
31754,0,6,0
5081,0,6,0
40935,0,6,0
269,0,6,24
41587,0,6,0
10719,0,6,0
32867,0,6,0
50330,0,6,0
2904,0,6,0
11703,0,6,0
2994,0,6,0
38691,0,6,0
37347,0,6,0
38853,0,6,0
41120,0,6,0
41025,0,6,0
918,0,6,0
9969,0,6,0
28977,0,6,0
39533,0,6,0
17895,0,6,0
48413,0,6,0
49692,0,6,0
42361,0,6,0
34542,0,6,0
36220,0,6,0
48661,0,6,0
48561,0,6,0
48675,0,6,0
45613,0,6,0
9260,0,6,0
31757,0,6,0
39247,0,6,0
50631,0,6,0
38080,0,6,0
31812,0,6,0
39017,0,6,0
34106,0,6,0
33489,0,6,0
1412,0,6,0
40082,0,6,0
14833,0,6,0
29855,0,6,0
33087,0,6,0
37510,0,6,0
50172,0,6,0
18897,0,6,0
36652,0,6,0
44203,0,6,0
23273,0,6,0
21843,0,6,0
30736,0,6,0
47257,0,6,0
32282,0,6,0
39489,0,6,0
50602,0,6,0
38331,0,6,0
6213,0,6,0
37799,0,6,0
42249,0,6,0
44931,0,6,0
43523,0,6,0
40620,0,6,0
48580,0,6,0
37095,0,6,0
43299,0,6,0
44069,0,6,0
32615,0,6,0
