anime_id,score,watching_status,watched_episodes
12291,0,1,12
30370,0,1,1
32828,0,1,0
7193,0,1,0
1028,0,1,0
20787,0,1,0
31043,0,1,12
1536,0,1,0
60,0,1,0
31318,0,1,0
31636,0,1,0
30127,0,1,0
11843,0,1,0
12893,0,1,0
28223,0,1,0
31163,0,1,12
30694,0,1,0
3167,0,1,0
7465,0,1,0
30544,0,1,0
25183,0,1,0
28907,0,1,0
31637,0,1,12
918,0,1,0
27631,0,1,0
8425,0,1,0
31859,0,1,12
29785,0,1,0
27991,0,1,13
24439,0,1,0
30831,0,1,0
237,0,1,0
10918,0,1,0
25283,0,1,0
32083,0,1,0
193,0,1,3
24455,0,1,0
157,0,1,3
20541,0,1,0
30307,10,1,0
31121,10,1,0
31442,0,1,0
877,10,1,47
30347,0,1,0
1735,0,1,0
24227,0,1,3
3467,0,1,12
31848,0,1,0
28819,10,1,0
21,0,1,0
7079,0,1,0
32729,0,1,0
28297,7,1,0
29803,10,1,0
26243,0,1,0
30296,0,1,0
25859,0,1,0
32262,0,1,0
34126,0,1,0
28497,10,1,6
32951,0,1,0
30749,0,1,12
25777,0,1,0
30464,0,1,0
31914,0,1,0
9863,0,1,0
2161,0,1,0
170,0,1,0
9253,0,1,0
3667,0,1,0
6381,0,1,0
9751,0,1,0
1862,0,1,0
28979,10,1,14
31380,0,1,0
25157,0,1,0
34019,0,1,0
30385,0,1,0
30740,0,1,0
4038,0,1,0
49,10,2,5
50,10,2,24
25397,10,2,12
11759,10,2,24
13939,10,2,2
13859,10,2,8
1292,0,2,5
13709,0,2,1
4970,0,2,1
3791,0,2,1
9201,0,2,3
22199,10,2,24
25013,10,2,24
6987,10,2,1
8577,10,2,2
5112,0,2,12
6287,0,2,1
8676,10,2,25
9117,10,2,6
11235,10,2,13
15951,10,2,2
12669,10,2,6
9925,10,2,1
22147,0,2,13
6547,10,2,13
10067,10,2,1
9062,10,2,2
9989,10,2,11
15039,10,2,1
11433,10,2,12
11111,10,2,12
11701,10,2,1
21995,10,2,12
24151,10,2,2
9919,10,2,25
11266,0,2,1
10647,10,2,10
7647,0,2,13
12967,0,2,12
6166,0,2,12
9618,0,2,1
29998,0,2,1
9736,0,2,12
4999,0,2,12
7817,10,2,12
6347,10,2,13
8516,0,2,13
7870,10,2,6
9471,10,2,2
10431,10,2,1
7805,10,2,1
10834,10,2,6
5081,10,2,15
6948,10,2,1
7674,10,2,25
10030,10,2,25
12365,10,2,25
15711,10,2,2
9513,10,2,60
10396,0,2,12
12447,0,2,6
13535,0,2,13
9544,0,2,1
68,0,2,23
2589,0,2,1
12079,0,2,1
7059,0,2,1
11285,0,2,8
269,0,2,366
2889,10,2,1
4835,10,2,1
8247,10,2,1
834,0,2,1
11633,0,2,10
18441,0,2,1
150,0,2,50
10490,0,2,12
31964,0,2,13
10719,10,2,12
14967,10,2,12
14027,0,2,1
10897,10,2,1
9907,10,2,1
21405,10,2,12
24973,0,2,14
24913,10,2,1
357,0,2,4
28755,0,2,1
14345,10,2,12
31478,0,2,12
32867,0,2,12
10163,10,2,11
12293,10,2,13
2800,0,2,115
10578,0,2,12
12505,0,2,1
28999,10,2,13
31553,0,2,1
4975,0,2,12
14397,0,2,25
18745,10,2,1
4450,0,2,11
14741,10,2,12
16934,0,2,1
15687,10,2,6
18671,0,2,12
2167,0,2,23
1723,0,2,1
6351,0,2,1
4059,0,2,1
1818,10,2,26
1575,0,2,25
11703,0,2,13
15633,0,2,3
5941,10,2,50
23383,0,2,1
1482,10,2,103
32370,0,2,13
12549,10,2,12
14893,0,2,1
15325,10,2,1
26349,10,2,13
29067,10,2,13
15583,10,2,12
22961,10,2,1
17641,10,2,1
6880,10,2,12
10418,0,2,1
63,10,2,12
1817,10,2,1
1535,10,2,37
2994,10,2,2
29589,0,2,24
9379,0,2,12
10638,0,2,1
5177,0,2,2
8086,0,2,24
3702,10,2,12
5065,0,2,1
1726,10,2,12
552,10,2,54
874,10,2,51
10155,0,2,13
11783,0,2,13
223,0,2,153
225,10,2,64
987,0,2,1
6033,10,2,97
22777,10,2,61
813,10,2,291
894,0,2,1
895,0,2,1
896,0,2,1
897,0,2,1
898,0,2,1
899,0,2,1
900,0,2,1
901,0,2,1
902,0,2,1
903,0,2,1
904,0,2,1
905,0,2,1
906,0,2,1
14837,0,2,1
25389,0,2,1
12231,10,2,1
10017,0,2,1
9330,0,2,12
28121,10,2,13
8408,0,2,2
27833,0,2,12
23199,0,2,12
27831,0,2,12
226,10,2,13
376,10,2,1
790,0,2,23
2759,0,2,1
3784,0,2,1
3785,0,2,1
6702,0,2,175
12049,0,2,1
17535,0,2,1
9982,0,2,5
14829,10,2,10
12565,10,2,1
356,10,2,24
6922,10,2,1
7559,10,2,2
10087,0,2,13
11741,0,2,12
31376,0,2,12
18507,0,2,12
9367,10,2,12
10172,10,2,6
18001,10,2,12
21373,10,2,6
71,0,2,24
73,0,2,13
1015,0,2,1
72,0,2,12
121,10,2,51
5114,0,2,64
7902,10,2,16
6421,10,2,4
908,0,2,3
664,10,2,1
430,10,2,1
9135,10,2,1
10842,0,2,4
21821,0,2,12
4725,0,2,12
31737,7,2,12
384,10,2,13
395,0,2,13
241,0,2,11
487,0,2,13
23079,10,2,13
4872,0,2,3
21431,10,2,13
24695,10,2,1
10504,0,2,1
17729,0,2,13
29101,0,2,6
29093,0,2,1
31324,0,2,1
29095,0,2,10
10793,10,2,22
13561,0,2,11
12419,10,2,1
13411,10,2,1
134,0,2,13
3231,0,2,13
28791,0,2,12
16,0,2,24
1142,0,2,12
644,0,2,2
13161,10,2,12
15729,10,2,6
20583,0,2,25
28891,0,2,25
11785,0,2,12
15699,0,2,12
7596,0,2,9
263,10,2,75
264,0,2,1
265,0,2,1
5258,0,2,26
21855,0,2,5
21681,0,2,12
15809,10,2,13
9958,0,2,1
4192,0,2,25
270,10,2,13
777,10,2,10
6904,0,2,1
7728,0,2,1
11077,10,2,3
15225,0,2,12
21541,0,2,13
8630,0,2,12
28883,0,2,12
10604,0,2,1
5630,10,2,11
6372,10,2,1
6637,10,2,1
11617,10,2,12
24703,10,2,12
15451,10,2,12
30300,0,2,1
12729,10,2,2
13357,10,2,6
8074,10,2,12
9515,10,2,1
934,10,2,26
1889,10,2,24
16700,10,2,1
10491,0,2,4
3652,0,2,5
2899,10,2,1
5281,0,2,2
10079,0,2,12
11161,0,2,1
8426,0,2,11
431,0,2,1
25689,0,2,2
30237,0,2,2
15377,0,2,12
8277,0,2,12
9362,0,2,6
12189,10,2,22
13469,0,2,1
7088,10,2,12
8465,0,2,6
248,0,2,12
981,0,2,4
641,0,2,1
642,0,2,1
21235,0,2,1
12411,0,2,10
25159,0,2,12
17831,0,2,12
11013,0,2,12
13403,0,2,1
249,10,2,167
452,0,2,1
450,0,2,1
451,0,2,1
449,0,2,1
6811,0,2,26
4886,0,2,1
9041,10,2,12
18247,0,2,12
21653,0,2,1
10794,10,2,1
5781,0,2,13
21327,10,2,12
25429,0,2,10
12413,0,2,12
13331,0,2,12
15735,0,2,1
5680,0,2,13
16904,0,2,1
590,0,2,12
7054,0,2,26
8525,0,2,12
10080,0,2,12
10805,0,2,1
9675,0,2,1
16706,0,2,12
11583,0,2,1
11507,0,2,1
15117,0,2,2
10568,0,2,12
19685,0,2,13
3503,10,2,12
6791,10,2,2
7875,0,2,2
144,0,2,13
1530,0,2,24
704,0,2,1
2593,10,2,1
3782,0,2,1
3783,0,2,1
4280,0,2,1
4282,0,2,1
5204,0,2,1
5205,0,2,1
6954,0,2,1
14807,0,2,1
22763,0,2,1
22847,0,2,1
6624,0,2,1
23697,0,2,7
6594,0,2,12
1604,10,2,203
8532,10,2,1
33740,0,2,1
9023,10,2,3
1691,0,2,24
6205,0,2,12
10076,0,2,2
7782,0,2,1
30915,0,2,1
18679,0,2,24
3229,10,2,13
6045,0,2,25
9656,8,2,12
17741,0,2,12
10460,0,2,13
11739,0,2,13
22535,10,2,24
5042,0,2,12
7593,0,2,12
9260,0,2,1
2403,0,2,12
4195,0,2,3
3121,0,2,3
12175,0,2,12
16001,0,2,4
13367,0,2,12
15609,0,2,1
8841,10,2,12
10790,10,2,10
15437,10,2,1
10209,10,2,2
28623,0,2,12
3358,0,2,12
5079,0,2,23
6587,0,2,1
6794,0,2,1
11771,0,2,25
16894,0,2,25
18153,0,2,12
7148,10,2,12
13655,10,2,26
20517,0,2,8
18195,10,2,13
17265,0,2,25
23321,0,2,25
189,10,2,24
190,10,2,3
191,10,2,1
3247,10,2,1
192,10,2,1
963,10,2,1
15051,0,2,13
19111,0,2,13
20745,0,2,1
24997,0,2,1
2034,0,2,24
1887,0,2,24
4472,0,2,1
17247,0,2,12
21415,0,2,6
1088,0,2,36
17725,0,2,1
19769,0,2,12
20785,9,2,26
10213,0,2,12
9936,10,2,12
11209,0,2,2
12449,0,2,6
15565,0,2,10
23989,0,2,5
21863,10,2,12
24475,10,2,6
14833,10,2,12
17743,10,2,1
14049,0,2,1
10397,0,2,12
13757,0,2,2
10110,10,2,13
11761,10,2,12
330,10,2,13
8460,10,2,1
10620,10,2,26
12503,0,2,10
16762,0,2,1
8424,10,2,12
9581,10,2,9
15315,8,2,10
16444,8,2,1
17074,10,2,26
19,0,2,74
9181,10,2,12
457,0,2,26
21939,0,2,10
24701,0,2,10
24687,0,2,1
28957,0,2,1
21329,0,2,1
1722,10,2,26
26351,0,2,16
16067,9,2,26
23755,9,2,24
20,0,2,220
8246,10,2,1
12467,10,2,13
15689,0,2,4
30,0,2,26
31,0,2,1
32,0,2,1
31404,0,2,12
18897,10,2,20
27787,0,2,12
30514,0,2,1
11597,10,2,11
19815,8,2,12
1698,0,2,23
6187,0,2,1
5690,0,2,11
4477,0,2,11
10928,0,2,4
6023,0,2,12
20507,9,2,12
30503,0,2,13
20767,0,2,2
18095,0,2,12
7592,0,2,24
9731,0,2,2
10049,0,2,24
11083,0,2,2
6512,10,2,12
11933,10,2,12
6324,7,2,12
33338,0,2,1
30276,3,2,12
20931,0,2,12
195,10,2,12
443,10,2,1
7474,0,2,1
14685,10,2,1
14199,0,2,12
15881,0,2,6
9587,0,2,12
10219,0,2,1
2966,10,2,13
5341,10,2,12
6007,10,2,1
7769,0,2,12
25099,0,2,12
8769,10,2,12
10020,10,2,4
13659,10,2,13
18857,10,2,3
10108,10,2,16
14749,0,2,13
19221,0,2,10
20939,0,2,1
19369,8,2,12
5530,10,2,25
6896,10,2,9
11179,10,2,12
17875,10,2,2
12673,10,2,1
527,10,2,276
6201,0,2,12
8918,10,2,2
7468,0,2,6
8231,0,2,6
30240,10,2,12
32485,0,2,1
13601,0,2,22
23281,0,2,11
21339,0,2,1
28617,0,2,12
32360,0,2,12
23309,0,2,12
210,0,2,161
31240,0,2,25
6675,0,2,1
30015,0,2,13
2993,10,2,13
4214,10,2,13
64,0,2,12
1719,0,2,2
65,0,2,12
29317,0,2,1
17777,0,2,12
21679,0,2,1
1254,10,2,114
6171,0,2,13
9130,0,2,13
13759,10,2,24
30187,0,2,12
205,0,2,26
11499,10,2,12
13055,10,2,2
16694,0,2,1
2605,0,2,12
3674,0,2,1
8317,0,2,1
2476,0,2,12
756,0,2,1
3328,0,2,1
3759,0,2,1
24,0,2,26
846,0,2,26
4015,0,2,2
517,0,2,2
22663,0,2,12
6500,10,2,24
10073,10,2,12
10920,10,2,4
9202,0,2,1
22877,10,2,12
25285,0,2,6
5909,0,2,12
10464,0,2,10
8675,0,2,13
10119,0,2,8
20847,0,2,13
11763,0,2,12
20973,0,2,12
23459,0,2,1
4063,10,2,12
5279,10,2,1
5277,0,2,13
9355,0,2,1
199,0,2,1
2104,10,2,26
5199,10,2,2
4163,10,2,2
355,0,2,24
2787,0,2,24
6773,0,2,24
1815,0,2,1
6572,0,2,4
1066,0,2,4
6330,0,2,8
14957,0,2,8
1531,0,2,1
154,10,2,64
3861,0,2,5
23273,0,2,22
28069,10,2,1
7724,0,2,22
16498,10,2,25
31374,0,2,12
23233,0,2,12
30363,0,2,10
29027,0,2,1
28171,10,2,24
19775,0,2,12
28495,0,2,1
24893,0,2,12
5958,0,2,13
12783,10,2,1
8407,9,2,12
7858,0,2,1
9790,7,2,1
3588,10,2,51
20057,0,2,13
11577,0,2,1
10863,0,2,1
27957,0,2,4
18277,0,2,24
390,0,2,26
7311,0,2,1
4382,0,2,14
5118,0,2,25
11757,10,2,25
21881,0,2,24
28063,10,2,9
16099,0,2,9
29758,0,2,12
19021,0,2,1
21647,10,2,1
16417,10,2,12
17879,10,2,6
13333,0,2,13
12445,10,2,12
14189,10,2,1
2001,0,2,27
4107,0,2,1
4565,0,2,1
5947,0,2,1
3352,0,2,1
10622,0,2,1
3455,10,2,26
13663,0,2,12
31711,0,2,2
13851,0,2,6
5667,0,2,6
6213,0,2,24
16049,0,2,24
9063,0,2,1
9047,0,2,1
8023,0,2,2
8937,0,2,24
11743,0,2,1
10249,0,2,2
22319,10,2,12
27899,10,2,12
16011,10,2,24
14227,10,2,13
523,0,2,1
4224,10,2,25
23701,10,2,1
11553,10,2,1
6127,0,2,4
6,10,2,26
4106,0,2,1
27,0,2,24
28285,0,2,1
2129,0,2,13
28025,0,2,4
10798,0,2,11
11531,0,2,1
10162,0,2,11
11113,0,2,4
16742,0,2,12
4720,10,2,13
18245,10,2,13
28227,10,2,2
6165,10,2,13
6956,10,2,13
25879,0,2,13
31715,0,2,1
10521,0,2,13
10532,0,2,2
861,0,2,24
793,0,2,1
6864,0,2,2
4918,0,2,2
3091,0,2,13
14813,10,2,13
18753,0,2,1
23847,10,2,13
28677,10,2,12
20359,10,2,1
24627,10,2,2
23341,0,2,6
8861,0,2,12
8457,0,2,3
481,0,2,224
18677,0,2,12
6377,0,2,13
7044,0,2,2
23283,0,2,11
1195,10,2,13
11319,10,2,12
1840,0,2,12
3712,0,2,12
5764,0,2,1
6489,0,2,7
14075,0,2,24
763,0,2,67
1746,0,2,26
712,0,2,50
2404,0,2,11
3354,0,2,2
2251,0,4,13
2025,0,4,25
235,0,4,0
48,0,6,0
9776,0,6,0
857,0,6,25
30123,0,6,12
15085,0,6,12
28391,0,6,12
18893,0,6,0
477,0,6,13
29893,0,6,3
962,0,6,26
5244,0,6,1
3297,0,6,13
5196,0,6,7
4772,0,6,1
2563,0,6,1
1762,0,6,6
3901,0,6,3
22789,0,6,12
34055,0,6,0
34751,0,6,1
10800,0,6,0
32407,0,6,0
1,0,6,26
4037,0,6,1
20031,0,6,0
4182,0,6,1
7338,0,6,4
6573,0,6,12
6746,0,6,0
33010,0,6,0
33845,0,6,0
18229,0,6,0
23289,0,6,0
14811,0,6,0
133,0,6,12
1679,0,6,3
881,0,6,1
651,0,6,1
587,0,6,0
14467,0,6,0
9617,0,6,1
7791,0,6,26
9734,0,6,1
9203,0,6,9
6862,0,6,1
7017,0,6,7
14713,0,6,0
33206,0,6,0
11887,10,6,13
32937,0,6,0
10456,0,6,13
12487,0,6,13
33487,0,6,0
19855,0,6,13
12355,0,6,0
33372,0,6,0
329,0,6,26
27775,0,6,0
13599,10,6,22
23277,0,6,12
12477,0,6,1
30365,0,6,0
22101,0,6,0
30321,0,6,0
26,0,6,22
15911,0,6,0
