anime_id,score,watching_status,watched_episodes
49979,0,1,1
51989,0,1,1
49596,0,1,12
49918,0,1,13
51680,0,1,11
46654,0,1,13
43608,0,1,11
49784,0,1,12
50710,0,1,11
50552,0,1,10
41380,6,2,12
44881,0,2,12
45585,0,2,10
40679,5,2,12
30829,0,2,2
41188,0,2,2
52010,0,2,1
38101,0,2,12
39783,0,2,12
48548,0,2,1
41457,0,2,11
48569,0,2,12
50475,0,2,1
49235,0,2,1
32998,0,2,12
33964,0,2,1
34777,0,2,1
36756,0,2,7
41319,0,2,1
40272,0,2,12
39184,0,2,12
33337,0,2,12
39610,0,2,1
35720,0,2,6
38670,7,2,12
35113,0,2,10
39590,0,2,12
32977,0,2,100
36904,0,2,10
37985,0,2,10
40215,0,2,10
45489,0,2,10
38815,0,2,1
37403,8,2,50
34881,7,2,12
31580,8,2,13
32015,0,2,3
30868,0,2,1
33253,8,2,13
36625,0,2,1
30869,0,2,1
30870,0,2,1
30123,8,2,12
31173,8,2,12
31483,0,2,1
25241,0,2,24
22199,0,2,24
26449,0,2,1
25013,9,2,24
30370,0,2,3
47,0,2,1
41433,0,2,12
22729,0,2,12
29223,0,2,1
27655,0,2,12
40292,0,2,1
31588,6,2,25
33903,0,2,12
22147,6,2,13
30206,0,2,1
30056,0,2,7
15085,4,2,12
20655,4,2,1
6547,5,2,13
10067,0,2,1
9062,0,2,2
35015,0,2,12
37924,0,2,24
39959,0,2,12
42238,0,2,12
9989,8,2,11
15039,0,2,1
38963,0,2,1
11111,8,2,12
20365,0,2,1
11701,0,2,1
24833,8,2,22
30654,9,2,25
33513,0,2,1
28405,0,2,1
19759,0,2,1
32863,0,2,8
21995,8,2,12
24151,0,2,2
9919,8,2,25
11737,0,2,1
13677,0,2,1
11266,0,2,1
33506,0,2,12
34465,0,2,2
10647,0,2,10
30205,0,2,12
31754,0,2,1
12967,6,2,12
15411,0,2,1
40677,0,2,13
28249,0,2,25
33254,0,2,2
30953,0,2,8
31821,0,2,8
36498,0,2,4
31128,0,2,1
40128,0,2,12
31687,3,2,1
32878,7,2,12
2789,6,2,52
4667,5,2,51
33046,0,2,12
36483,0,2,12
36873,0,2,10
13143,0,2,51
2156,7,2,52
7334,7,2,39
10330,6,2,46
5337,7,2,52
4563,5,2,50
2702,5,2,18
